UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M
8102,300.3,311.8,1567,37.7,180,False,True,False
5532,302.3,311.7,1504,37.3,107,False,False,True
5441,303.0,312.5,1698,30.0,89,True,False,False
2608,299.4,309.3,1448,48.6,44,False,True,False
7122,300.9,310.4,1375,44.7,87,False,False,True
3212,300.3,309.2,1462,51.4,48,False,True,False
3486,301.9,310.8,1427,47.7,92,False,True,False
6419,300.3,309.9,1405,52.1,205,True,False,False
818,296.8,307.6,1368,52.0,140,False,True,False
3153,300.5,309.8,1473,42.3,121,False,False,True
4603,303.0,311.0,1409,41.7,120,False,False,True
7284,300.0,310.2,1443,58.7,68,False,False,True
3444,301.5,310.5,1535,39.0,204,False,True,False
6778,301.2,310.7,1951,21.3,44,False,True,False
5775,301.5,311.1,1602,34.3,100,False,True,False
5883,301.4,311.1,1469,36.9,133,False,True,False
4796,303.6,312.5,1431,49.0,162,False,True,False
5179,304.0,313.2,1517,43.1,96,True,False,False
9839,298.4,309.2,1425,45.5,11,False,True,False
9114,297.6,308.6,1744,28.5,42,False,True,False
2458,299.0,308.6,1661,32.2,106,False,True,False
4634,303.0,311.2,1382,50.5,203,False,True,False
2635,300.0,309.7,1554,32.0,117,False,True,False
7440,300.0,311.3,1493,41.4,28,False,True,False
4182,302.4,310.7,1521,40.4,152,False,False,True
7451,300.3,311.8,1451,41.0,55,False,True,False
8641,297.6,308.6,1383,47.5,75,False,True,False
5344,303.5,312.8,1607,38.4,92,False,True,False
1948,298.2,308.1,1462,49.9,69,False,True,False
1676,298.0,307.7,1407,43.9,205,False,True,False
7125,300.8,310.3,1868,24.5,95,False,False,True
968,295.9,306.6,1532,38.6,104,False,False,True
6942,300.8,311.4,1316,57.6,43,False,True,False
6127,300.9,310.9,1370,52.5,107,False,True,False
7169,300.3,310.3,1704,29.5,0,False,True,False
1073,297.0,307.9,1414,46.2,165,False,False,True
1765,298.2,307.6,1318,55.7,0,True,False,False
6305,301.1,310.5,1532,37.5,119,False,True,False
1423,298.7,309.8,1530,35.5,0,False,True,False
3297,301.2,310.3,1379,43.2,56,False,False,True
9945,298.3,307.9,1399,47.8,99,False,True,False
6919,301.0,311.5,1559,31.8,195,False,True,False
775,296.8,307.9,1448,48.8,31,False,True,False
9095,297.3,308.1,1370,58.8,199,False,False,True
225,298.3,308.6,1584,29.3,162,False,True,False
7530,300.1,311.4,1467,35.7,45,False,True,False
6659,301.4,310.4,1430,50.9,178,False,True,False
3914,302.4,311.4,1675,29.6,128,False,False,True
3814,302.0,310.6,1467,44.9,86,False,True,False
6724,301.4,310.6,1565,36.1,110,False,False,True
2674,299.8,309.4,1480,40.9,2,False,True,False
5009,303.7,312.8,1488,42.8,54,True,False,False
9687,299.1,310.1,1486,40.7,39,False,True,False
73,298.9,309.1,1369,44.4,198,False,True,False
6794,301.3,310.7,1608,31.4,86,False,True,False
9116,297.6,308.6,1444,48.2,46,False,False,True
124,298.9,308.7,1546,43.4,114,False,True,False
2775,300.1,309.4,1559,39.7,24,False,True,False
6727,301.5,310.8,1500,41.0,118,False,True,False
6081,300.9,310.7,1468,36.2,208,False,True,False
8954,297.3,308.0,1518,36.0,59,False,True,False
136,298.8,308.5,1711,28.5,140,False,False,True
436,297.4,308.3,1493,41.2,43,False,True,False
4444,302.5,310.3,1405,57.4,152,False,True,False
4636,303.0,311.2,1614,35.7,207,False,False,True
4660,303.1,311.2,1489,44.5,27,False,False,True
2530,298.8,308.6,1571,33.7,61,False,False,True
8848,297.5,308.9,1443,43.5,0,False,True,False
9186,297.9,309.1,1442,50.3,24,False,True,False
2018,298.7,308.5,1483,42.5,46,False,True,False
4531,302.5,310.4,1487,42.0,152,False,True,False
515,297.4,309.2,1620,33.2,28,False,True,False
4403,302.3,310.2,1506,33.8,43,True,False,False
1518,298.2,308.9,1408,38.8,20,False,False,True
5455,303.0,312.5,1461,40.2,127,False,True,False
5126,304.3,313.5,1416,48.1,167,False,False,True
4853,303.7,312.2,1619,34.9,92,False,True,False
5944,300.7,310.7,1541,41.3,82,False,True,False
666,297.5,308.9,1729,28.1,189,False,True,False
445,297.4,308.4,1582,37.2,68,False,True,False
9701,298.9,309.8,1353,53.7,71,False,False,True
4387,301.9,309.7,1719,31.9,0,False,True,False
9679,299.1,310.2,1711,28.1,17,False,False,True
9155,297.5,308.6,1596,36.0,141,False,True,False
6879,300.9,311.2,1518,35.0,90,True,False,False
3239,300.9,309.4,1724,25.6,119,False,False,True
1859,297.8,307.4,1488,36.1,57,False,False,True
7185,300.2,310.3,1593,36.1,36,False,False,True
8316,298.7,309.8,1422,40.7,85,True,False,False
5604,302.9,312.2,1340,57.8,90,False,True,False
6866,301.1,311.4,1531,38.7,55,False,True,False
5695,302.4,311.8,1508,45.7,108,False,True,False
8273,298.9,310.6,1363,52.6,190,False,True,False
4238,302.2,311.0,1832,23.2,70,False,True,False
2347,299.2,308.4,1402,47.7,24,False,True,False
9933,298.3,308.2,1663,28.4,67,False,True,False
8096,300.2,311.7,1493,48.3,167,False,True,False
6917,300.9,311.3,1603,31.8,190,False,False,True
2313,299.1,308.6,1441,36.2,169,False,False,True
5190,304.1,313.2,1427,46.9,123,False,False,True
5090,303.9,313.1,1483,47.2,71,False,False,True
9065,297.2,308.4,1833,25.2,117,False,True,False
4529,302.5,310.5,1507,39.5,147,False,True,False
7501,300.2,311.8,1410,51.4,189,False,True,False
274,298.1,308.0,1426,46.0,61,False,True,False
117,298.9,308.7,1564,34.1,99,False,True,False
2984,300.6,309.6,1290,57.4,119,False,True,False
9285,298.2,308.9,1683,31.7,74,False,True,False
5373,302.9,312.3,1509,46.8,175,True,False,False
6032,300.6,310.7,1455,40.6,82,False,True,False
7919,300.8,312.1,1505,41.3,173,False,True,False
9557,299.5,310.8,1374,48.3,154,False,True,False
3138,300.4,309.9,1567,36.5,72,False,True,False
3624,302.0,311.3,1530,36.4,27,False,False,True
3358,301.6,310.7,1414,51.7,197,True,False,False
3579,301.7,310.5,1625,35.9,121,False,False,True
393,297.6,308.5,1490,43.4,154,False,False,True
6630,301.6,310.5,1397,49.4,104,False,True,False
7548,300.1,311.4,1430,40.9,93,False,True,False
1914,298.0,307.8,1492,40.2,197,False,False,True
2858,300.4,309.2,1528,37.2,228,False,False,True
6005,300.5,310.4,1761,26.5,12,False,True,False
9920,298.5,308.8,1305,58.7,26,False,True,False
9567,299.8,311.1,1603,35.1,179,False,True,False
4858,303.7,312.3,1606,37.4,103,False,True,False
5892,301.4,311.0,1334,53.3,157,False,True,False
4030,302.0,310.9,1679,29.0,222,True,False,False
8580,297.4,308.1,1620,31.2,143,False,False,True
166,298.5,308.4,1733,26.0,8,False,True,False
4537,302.4,310.2,1351,45.1,168,False,True,False
2427,298.9,308.2,1372,63.6,30,False,False,True
1420,298.7,309.8,1354,53.3,212,False,True,False
4122,302.1,310.7,1364,47.8,213,False,False,True
5401,302.7,312.4,1477,46.3,251,False,True,False
1764,298.2,307.6,1511,31.0,209,False,True,False
6257,301.0,310.6,1493,37.8,206,False,True,False
4401,302.3,310.1,1353,50.9,36,False,True,False
5402,302.6,312.3,1454,54.8,253,False,False,True
8609,297.4,308.4,1369,50.6,220,False,True,False
78,298.8,308.9,1455,41.3,208,False,True,False
4418,302.6,310.4,1365,66.8,80,False,True,False
5910,300.7,310.2,1364,65.3,208,True,False,False
4832,303.5,312.0,1366,54.5,30,False,True,False
4072,301.9,310.6,1331,68.6,85,False,True,False
5395,302.8,312.3,1262,70.5,234,False,False,True
4250,302.5,310.9,1330,56.9,97,False,True,False
4998,303.6,312.8,2659,11.4,26,False,False,True
3929,302.6,311.5,1442,59.8,169,False,True,False
8027,300.7,311.9,1399,50.2,222,False,True,False
1497,298.0,308.7,1268,69.4,189,False,True,False
4841,303.4,311.9,1298,63.9,59,False,True,False
2245,299.3,308.4,1542,37.5,203,False,False,True
2762,299.8,309.3,1299,65.1,212,False,True,False
3580,301.8,310.6,2672,11.8,124,False,True,False
1125,296.7,307.8,1258,69.0,105,False,False,True
4286,301.7,309.9,1317,49.0,187,False,True,False
4921,303.4,312.2,1337,69.4,52,False,True,False
4386,301.8,309.7,1442,45.3,233,False,True,False
4760,303.5,311.6,1361,46.5,62,False,True,False
4449,302.4,310.3,1374,51.2,163,False,True,False
4763,303.7,312.0,2663,11.4,71,False,False,True
4985,303.8,313.1,1256,58.7,213,False,True,False
2750,299.7,309.2,1685,28.9,179,False,False,True
4003,302.1,311.2,1454,59.2,153,False,True,False
4141,301.7,310.2,1331,61.2,47,False,True,False
4406,302.4,310.2,1331,45.5,53,False,True,False
4283,301.9,309.9,1374,48.5,180,False,True,False
3267,301.3,310.1,1269,56.8,195,False,True,False
4463,302.7,310.5,1263,67.8,197,False,True,False
4152,301.9,310.4,1373,48.0,73,False,False,True
6160,301.0,311.0,1399,58.0,190,False,True,False
7570,300.2,311.0,1255,71.8,149,False,True,False
4280,302.0,310.1,1361,45.4,174,False,True,False
6179,301.1,310.9,1282,67.9,10,False,True,False
3761,302.3,310.9,1377,46.8,166,False,True,False
904,295.7,306.2,2270,14.6,149,False,True,False
4324,301.8,310.3,1341,50.5,64,False,True,False
4212,302.1,310.7,1314,52.8,8,False,True,False
3001,300.5,309.8,1324,72.8,159,True,False,False
4817,303.4,312.0,1521,35.9,215,False,True,False
4724,303.4,311.8,1366,50.9,200,False,True,False
2859,300.5,309.3,1417,51.5,231,False,True,False
5942,300.6,310.7,1438,48.5,78,False,True,False
747,296.8,308.1,1289,62.0,199,False,True,False
6619,301.6,310.6,1309,65.8,75,False,False,True
4732,303.3,311.6,1301,45.1,219,False,True,False
4186,302.2,310.6,1348,48.4,161,False,True,False
4771,303.5,311.9,1344,49.3,93,False,True,False
4644,303.2,311.4,1324,54.2,228,False,True,False
4327,301.6,310.1,1362,55.8,70,False,True,False
7927,300.7,311.9,1335,57.1,194,False,True,False
9654,299.0,309.9,1373,55.7,201,False,True,False
4534,302.4,310.3,1375,52.5,161,False,False,True
162,298.3,308.1,1412,52.3,218,False,True,False
9975,298.6,308.2,1361,68.2,172,False,True,False
195,298.2,308.5,2678,10.7,86,False,False,True
604,297.9,309.8,1336,71.6,31,False,True,False
4436,302.3,310.1,1321,52.7,134,False,True,False
2880,300.6,309.4,1367,63.2,45,False,False,True
4666,303.4,311.4,1307,54.0,44,False,False,True
3141,300.4,309.9,2563,12.8,81,True,False,False
4362,302.1,310.1,1379,48.2,166,False,False,True
8399,298.5,309.7,2617,12.1,102,False,True,False
1325,298.8,310.1,1243,74.5,194,False,False,True
2300,299.4,308.7,1446,62.9,134,False,True,False
6760,301.7,311.0,1441,44.3,208,False,True,False
4502,302.5,310.2,1307,54.0,86,False,True,False
1584,298.2,308.4,1310,61.0,189,False,True,False
7757,300.5,311.8,1368,57.9,191,False,True,False
4738,303.2,311.5,1336,58.2,2,False,False,True
4977,303.7,312.7,1359,56.8,194,False,True,False
848,296.4,307.4,2833,5.6,213,False,True,False
7537,300.1,311.3,2579,12.5,64,False,True,False
4049,301.9,311.0,2691,12.1,31,False,True,False
3868,302.7,311.6,2709,9.7,2,False,False,True
4685,303.6,311.8,1421,44.8,101,False,False,True
4165,302.2,310.6,1346,47.5,109,False,True,False
7688,300.7,311.7,2097,18.9,232,False,False,True
1493,298.0,308.7,1479,58.5,176,False,False,True
6674,301.6,310.7,1380,51.8,216,False,True,False
4154,302.0,310.4,1212,55.6,79,False,False,True
7084,300.7,310.4,1416,61.8,209,False,True,False
4183,302.4,310.7,1362,54.8,155,False,True,False
4045,301.9,310.9,1419,47.7,20,False,False,True
6925,301.2,311.6,1461,52.9,208,False,True,False
4740,303.2,311.4,1351,53.8,8,False,True,False
3612,301.7,310.9,1405,46.4,207,False,True,False
1096,296.9,307.5,2721,9.3,18,False,True,False
5142,304.4,313.7,1509,35.0,205,False,True,False
161,298.4,308.2,1282,60.7,216,False,True,False
9015,297.2,308.1,1340,61.3,207,False,False,True
6256,301.0,310.5,1379,57.3,204,False,True,False
1124,296.6,307.7,1386,62.3,100,True,False,False
6479,300.5,309.8,1663,29.1,145,False,True,False
3020,300.5,309.8,1379,54.2,207,False,True,False
3944,302.3,311.4,1333,66.7,205,False,True,False
1510,298.0,308.5,1429,37.7,220,False,True,False
4025,302.1,311.0,1351,60.3,207,False,False,True
4255,302.6,311.0,1284,68.0,114,False,True,False
1017,296.3,307.2,1319,68.3,24,False,False,True
3830,302.3,310.9,1366,48.4,130,True,False,False
4248,302.6,311.0,1369,60.0,93,False,True,False
208,298.4,308.7,1421,60.7,119,False,False,True
4511,302.4,310.2,1346,62.4,106,False,True,False
5049,304.0,313.2,1271,68.6,161,True,False,False
4329,301.6,310.1,1326,48.2,77,False,True,False
4371,302.0,309.9,1308,57.6,197,False,True,False
8193,299.6,310.9,1229,65.2,209,False,True,False
6991,300.7,311.1,2478,13.4,170,False,True,False
4621,303.1,311.3,1336,52.6,172,False,True,False
7670,300.7,311.8,1336,58.4,189,False,True,False
4559,302.7,310.7,1369,47.5,11,False,True,False
4097,301.9,310.4,1370,51.7,153,False,True,False
9668,299.2,310.3,1352,48.9,238,False,True,False
9176,297.8,309.0,1403,64.2,0,False,True,False
7511,300.5,311.8,1524,38.9,214,False,True,False
3530,301.9,310.9,1567,39.0,214,False,True,False
1790,298.2,307.9,1313,67.3,67,False,True,False
5220,303.8,313.0,1365,59.9,205,False,True,False
6800,301.1,310.7,2636,12.2,100,False,False,True
4730,303.4,311.8,1306,61.0,215,False,True,False
6526,301.1,310.4,1312,73.6,49,False,True,False
7764,300.4,311.6,1200,76.6,3,False,True,False
4815,303.4,311.8,1401,53.0,208,False,True,False
443,297.4,308.5,1399,61.5,61,False,True,False
1596,298.0,308.2,1365,52.9,218,False,True,False
2495,299.1,308.8,1329,53.6,207,False,True,False
4837,303.3,311.8,1315,62.0,42,False,True,False
3370,301.5,310.9,2760,8.0,15,False,True,False
9085,297.2,307.9,1326,75.4,172,False,True,False
1285,298.4,309.5,2153,15.3,98,False,True,False
4442,302.5,310.2,1329,50.6,148,False,True,False
2503,299.2,309.0,1515,48.9,228,False,True,False
1785,298.3,308.0,2886,3.8,57,False,True,False
1438,298.8,309.9,1439,45.2,40,True,False,False
1145,297.0,307.9,1296,69.1,153,False,True,False
4158,302.0,310.5,1263,60.6,90,False,True,False
4139,301.7,310.2,1311,57.4,40,False,True,False
4420,302.6,310.2,2676,10.8,84,False,False,True
9577,299.6,310.7,1922,23.3,205,False,True,False
8691,297.1,308.5,1323,44.4,207,False,True,False
7168,300.3,310.3,1362,60.3,206,False,True,False
7592,300.5,311.1,1296,61.3,202,False,False,True
4652,303.2,311.4,1349,51.1,9,False,True,False
4703,303.6,311.8,1222,66.8,148,False,True,False
8112,300.4,311.8,1553,33.1,209,False,False,True
4481,302.7,310.4,1305,55.2,20,True,False,False
4293,301.8,310.1,2372,13.9,205,False,False,True
4208,302.3,310.9,1710,30.4,218,False,False,True
4762,303.7,311.9,1332,52.7,66,True,False,False
3788,302.3,310.8,1377,47.3,22,False,True,False
5335,303.4,312.6,2706,9.8,65,False,False,True
4769,303.6,312.0,1309,52.9,86,False,True,False
9660,298.9,309.8,1287,61.9,216,False,True,False
4156,302.0,310.5,1370,44.4,85,False,True,False
9019,297.3,308.1,1615,35.4,217,False,True,False
9759,298.6,309.8,2271,16.2,218,False,True,False
4571,302.8,310.9,1312,52.2,40,False,True,False
1162,297.0,307.8,1316,61.2,200,False,True,False
8927,297.3,308.3,1459,59.6,207,False,False,True
4033,302.0,310.8,1383,50.3,231,False,True,False
5062,304.0,312.9,1363,62.5,200,False,True,False
4612,303.0,311.3,1365,56.2,146,False,True,False
70,298.9,309.0,1410,65.7,191,False,True,False
2333,299.2,308.5,1378,50.4,220,False,True,False
7510,300.6,311.9,1372,60.1,212,False,True,False
6173,300.8,310.6,1577,37.9,227,False,True,False
2332,299.3,308.6,1384,53.6,218,False,True,False
2167,299.6,309.2,1867,23.4,225,False,False,True
2582,299.2,309.1,1345,60.7,191,False,True,False
2016,298.5,308.2,1301,66.3,42,False,True,False
7427,300.0,311.4,1692,29.0,216,False,False,True
587,297.6,309.6,1501,49.8,222,False,True,False
4392,302.2,310.1,1368,51.6,12,False,False,True
6025,300.7,310.9,1356,65.3,66,False,True,False
8358,298.5,309.5,1385,46.3,203,False,True,False
4580,303.0,311.2,1374,48.2,65,False,True,False
4643,303.2,311.4,1238,54.6,226,False,True,False
4410,302.4,310.1,1358,54.6,61,False,False,True
4834,303.4,311.9,1377,41.6,34,False,True,False
2126,299.3,308.9,1258,69.4,119,False,True,False
4088,301.9,310.4,1376,54.9,126,False,True,False
5537,302.3,311.8,1363,54.0,119,False,False,True
1168,297.0,308.1,1362,52.5,213,False,True,False
4528,302.4,310.5,1372,45.7,144,False,False,True
6679,301.5,310.7,1336,65.6,0,False,False,True
1809,298.1,307.7,2567,12.8,125,False,True,False
4185,302.2,310.6,1334,53.2,159,False,True,False
3866,302.6,311.5,1629,34.4,228,True,False,False
9664,299.1,310.1,1435,48.8,229,False,True,False
4118,301.9,310.5,1340,55.7,204,False,True,False
5616,303.0,312.2,1257,71.3,122,False,False,True
1336,299.0,310.4,1371,53.8,228,False,True,False
6249,300.8,310.1,1405,61.2,189,False,True,False
881,295.8,306.3,1235,76.2,89,False,False,True
3351,301.4,310.8,1285,62.6,183,False,True,False
5491,302.6,312.1,1288,68.5,0,False,True,False
6154,301.0,311.1,1236,64.4,177,False,True,False
4254,302.6,311.0,1329,48.6,111,False,False,True
6933,300.8,311.4,1322,67.2,18,False,True,False
7594,300.5,311.2,1270,67.5,208,False,True,False
4470,302.7,310.5,1446,40.9,211,False,True,False
5618,303.1,312.4,1404,61.5,127,False,True,False
4407,302.5,310.3,1326,58.5,55,False,True,False
3685,302.0,311.2,1270,65.3,182,False,True,False
464,297.4,308.7,2874,4.2,118,False,True,False
2234,299.5,308.7,2549,13.0,179,False,True,False
4719,303.3,311.6,1337,56.8,187,False,True,False
51,298.9,309.1,2861,4.6,143,False,True,False
4670,303.3,311.5,1373,47.3,60,False,False,True
4845,303.4,311.8,1316,50.9,69,False,False,True
4356,302.0,309.8,1280,57.3,147,True,False,False
8610,297.4,308.3,1475,40.5,222,False,True,False
3458,301.5,310.4,2639,12.0,21,False,False,True
4384,301.7,309.5,1298,65.5,229,False,True,False
8200,299.2,310.7,1737,27.0,225,False,True,False
5489,302.7,312.2,1450,52.1,213,False,True,False
9765,298.5,309.5,1294,66.7,12,False,True,False
8196,299.4,310.8,1376,53.9,215,False,True,False
1163,296.9,307.8,1400,57.1,202,False,True,False
169,298.4,308.3,1433,62.3,20,False,True,False
3237,300.8,309.4,1342,62.4,113,False,False,True
7281,299.9,310.2,1288,69.6,62,False,True,False
7565,300.3,311.2,1381,65.2,136,False,False,True
260,298.1,308.2,1420,63.9,19,False,False,True
6000,300.4,310.2,1671,30.5,234,False,False,True
4749,303.2,311.2,1363,46.7,29,False,True,False
4174,302.2,310.6,1346,49.2,134,False,False,True
2599,299.1,308.8,1320,67.5,20,False,True,False
4226,302.1,310.7,1359,49.3,41,False,True,False
1335,299.0,310.4,1365,49.1,226,False,True,False
6420,300.3,309.9,1394,46.7,210,True,False,False
4557,302.7,310.6,1349,51.2,6,False,False,True
5310,303.9,313.2,1422,48.0,215,False,False,True
4597,303.0,311.2,1361,47.6,106,False,True,False
3357,301.6,310.8,1355,57.8,195,False,True,False
9823,298.5,309.4,1360,60.9,187,False,True,False
4390,302.1,310.0,1355,45.1,6,False,False,True
4354,302.0,309.7,1386,62.7,142,False,False,True
1088,296.9,307.8,1549,35.8,206,True,False,False
5735,302.3,311.8,1369,56.2,208,False,True,False
3794,302.3,310.9,1379,49.3,34,False,True,False
4252,302.5,310.9,1356,55.5,101,True,False,False
4989,303.8,313.1,2497,13.0,5,False,True,False
8438,298.7,309.8,1181,65.9,203,False,True,False
2076,299.5,309.4,1390,58.8,195,False,True,False
4647,303.3,311.4,1497,46.0,234,False,True,False
9655,299.1,310.0,1367,56.3,203,False,True,False
1683,297.9,307.4,1604,36.1,225,True,False,False
4622,303.0,311.2,1341,51.0,174,False,True,False
9614,299.0,310.2,1377,62.5,92,False,True,False
7760,300.4,311.8,1272,59.2,198,False,True,False
4120,302.1,310.7,1325,45.1,208,False,True,False
